model,donor_key,n,dice_mean,iou_mean,rmse_mean,soft_intensity_dice_mean,soft_intensity_dice_whole_mean,spot_recognition_mean,spot_recognition_p10
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|194|194|64600,11,0.8896033601327376,0.8131246566772461,0.05731141787361015,0.9243916869163513,0.9209611849351362,0.9161459695209156,0.868918776512146
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|582|582|261708,10,0.9050567209720611,0.836968994140625,0.07266775462776423,0.8890238702297211,0.8721996963024139,0.916194474697113,0.8480269372463226
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|1095|1095|97524,3,0.8947455088297526,0.8330030043919882,0.06221615398923556,0.8913008173306783,0.8904818495114645,0.9162646730740865,0.8377822160720825
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|3247|8192|261057,3,0.9253523151079813,0.8695072730382284,0.09278221676747005,0.8448058764139811,0.8241956035296122,0.9162850578625997,0.8404504537582398
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|1897|9596|858094,4,0.889261856675148,0.8070579320192337,0.05659462325274944,0.9703303724527359,0.9653235971927643,0.9163336306810379,0.8553543865680695
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_deformed_logtif.h5|204|484|2085595,43,0.891054303147072,0.81166880491168,0.058297990864619266,0.9512182169182356,0.9471369399580845,0.9163781529249146,0.87057523727417
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Al_big_grains_logtif.h5|1489|1489|42760,5,0.8933633804321289,0.8251135230064393,0.06047102399170399,0.9019850373268128,0.8973661899566651,0.9164461851119995,0.8675951480865478
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Iron_logtif.h5|2606|2606|221103,3,0.8786834478378296,0.8042391935984293,0.04568452201783657,0.9004362225532532,0.8970232407251993,0.9164994756380717,0.889720356464386
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Cu_logtif.h5|7706|7706|818372,3,0.8564801017443339,0.7754212617874146,0.023471140923599403,0.9177457094192505,0.9044453303019205,0.916504442691803,0.8640530347824097
final_20260804-224906_augmented_spots_train_e200_b20_lr0.0002_s1,?|Ti7Al_logtif.h5|650|1632|675110,15,0.873727269967397,0.8051546931266784,0.04063593552758296,0.865867034594218,0.8584144731362661,0.9165456612904866,0.862325394153595
